customer_id,gender,senior_citizen,has_partner,has_dependents,age,tenure_months,contract,payment_method,internet_service,num_products,monthly_charges,total_charges,support_calls,churn
CUST00260,Female,1,Yes,No,43,42,Two year,Credit card,Fiber optic,1,91.3,3963.15,4.0,0
CUST00261,Male,0,No,No,49,44,One year,Credit card,DSL,1,21.15,911.56,2.0,0
CUST00262,Female,0,No,No,23,14,One year,Mailed check,Fiber optic,2,60.88,825.2,3.0,1
CUST00263,Male,0,Yes,No,49,2,Two year,Bank transfer,Fiber optic,3,112.4,246.08,3.0,1
CUST00264,Female,0,No,No,72,37,Month-to-month,Mailed check,DSL,3,31.19,1143.58,2.0,0
CUST00265,Male,0,Yes,Yes,21,69,One year,Credit card,Fiber optic,2,71.64,4905.24,3.0,1
CUST00266,Female,0,Yes,Yes,72,38,One year,Electronic check,DSL,1,98.65,3700.19,2.0,1
CUST00267,Male,0,No,No,28,41,Month-to-month,Credit card,DSL,2,114.25,4757.16,1.0,0
CUST00268,Female,1,Yes,No,73,62,Month-to-month,Electronic check,No,1,94.68,5811.99,2.0,1
CUST00269,Male,0,No,No,34,60,One year,Electronic check,DSL,1,92.06,5534.75,1.0,0
CUST00270,Male,0,Yes,Yes,55,14,Month-to-month,Mailed check,Fiber optic,2,102.65,1489.91,1.0,1
CUST00271,Female,0,Yes,No,41,2,One year,Bank transfer,No,2,64.62,184.46,6.0,1
CUST00272,Female,0,No,No,22,70,Two year,Electronic check,DSL,1,100.58,7010.52,2.0,0
CUST00273,Female,0,No,No,69,17,Month-to-month,Mailed check,No,2,20.8,343.29,1.0,1
CUST00274,Female,0,No,No,51,28,Month-to-month,Credit card,DSL,1,112.46,3128.87,2.0,1
CUST00275,Female,0,Yes,Yes,23,66,Month-to-month,Electronic check,Fiber optic,1,64.33,4169.03,1.0,1
CUST00276,Female,1,No,No,39,35,One year,Bank transfer,Fiber optic,3,75.34,2663.78,2.0,1
CUST00277,Female,0,Yes,Yes,28,5,Two year,Electronic check,No,1,45.49,229.38,,1
CUST00278,Female,0,No,No,65,65,Month-to-month,Mailed check,Fiber optic,2,94.25,6198.28,1.0,0
CUST00279,Male,1,Yes,No,33,40,Month-to-month,Bank transfer,Fiber optic,1,27.66,,1.0,1
CUST00280,Male,0,No,No,50,56,One year,Mailed check,Fiber optic,2,107.26,6060.99,4.0,1
CUST00281,Male,0,Yes,No,26,36,One year,Credit card,DSL,1,102.81,3759.12,4.0,1
CUST00282,Male,0,No,Yes,23,45,Month-to-month,Mailed check,Fiber optic,1,41.61,1874.8,2.0,1
CUST00283,Female,0,No,Yes,33,23,One year,Credit card,DSL,2,100.93,2212.85,3.0,1
CUST00284,Male,0,Yes,No,46,47,Month-to-month,Bank transfer,Fiber optic,4,98.64,4610.45,3.0,0
CUST00285,Male,0,No,No,20,31,One year,Credit card,Fiber optic,1,83.22,2669.11,3.0,0
CUST00286,Female,0,Yes,No,37,11,Month-to-month,Electronic check,No,2,57.35,645.7,1.0,1
CUST00287,Male,0,Yes,Yes,53,10,Month-to-month,Electronic check,Fiber optic,3,47.15,506.17,1.0,1
CUST00288,Female,0,Yes,No,36,67,Two year,Mailed check,Fiber optic,2,43.18,2888.6,0.0,0
CUST00289,Male,0,No,Yes,43,14,Month-to-month,Credit card,DSL,3,51.86,714.87,,1
CUST00290,Male,0,Yes,No,20,10,Month-to-month,Electronic check,DSL,1,110.36,1010.23,2.0,0
CUST00291,Female,1,No,No,36,1,Two year,Credit card,Fiber optic,4,27.76,67.5,2.0,1
CUST00292,Female,0,No,No,37,5,One year,Electronic check,Fiber optic,2,102.89,568.43,3.0,1
CUST00293,Male,0,Yes,Yes,49,20,Month-to-month,Electronic check,Fiber optic,2,54.89,1050.26,3.0,0
CUST00294,Male,0,Yes,No,24,8,One year,Electronic check,Fiber optic,3,72.16,568.34,3.0,1
CUST00295,Male,0,No,Yes,69,43,Two year,Bank transfer,DSL,2,99.45,4260.66,2.0,1
CUST00296,Female,0,Yes,Yes,58,1,One year,Credit card,Fiber optic,2,108.44,129.45,2.0,1
CUST00297,Female,0,Yes,No,50,57,Month-to-month,Electronic check,DSL,3,54.48,3078.14,1.0,0
CUST00298,Female,0,No,No,57,64,One year,Mailed check,DSL,2,66.18,4282.09,1.0,1
CUST00299,Female,0,No,Yes,56,28,One year,Electronic check,DSL,1,61.45,1724.17,3.0,0
CUST00300,Female,0,Yes,No,35,37,Two year,Bank transfer,Fiber optic,3,21.33,,6.0,0
CUST00301,Female,1,No,No,57,47,Month-to-month,Electronic check,Fiber optic,1,49.59,2352.87,0.0,0
CUST00302,Male,0,Yes,No,18,37,One year,Mailed check,DSL,3,65.92,2488.86,2.0,0
CUST00303,Female,0,No,No,28,49,Month-to-month,Bank transfer,Fiber optic,4,61.11,2936.79,2.0,1
CUST00304,Female,1,No,No,45,44,One year,Bank transfer,Fiber optic,2,92.19,4076.8,2.0,0
CUST00305,Male,0,Yes,No,74,56,Two year,Electronic check,No,2,58.48,3366.38,1.0,1
CUST00306,Male,0,No,No,42,28,Month-to-month,Electronic check,Fiber optic,1,68.94,1935.92,2.0,0
CUST00307,Female,0,No,Yes,67,6,Month-to-month,Bank transfer,DSL,1,62.96,434.84,2.0,1
CUST00308,Female,0,No,No,40,61,One year,Credit card,No,4,94.06,5715.55,2.0,1
CUST00309,Female,0,Yes,Yes,48,20,One year,Credit card,DSL,1,106.3,2125.1,1.0,0
CUST00310,Female,0,Yes,No,47,2,Month-to-month,Credit card,Fiber optic,2,73.19,136.15,2.0,1
CUST00311,Male,1,Yes,No,59,37,One year,Credit card,Fiber optic,3,98.94,3641.42,0.0,0
CUST00312,Male,0,Yes,No,52,20,Two year,Mailed check,DSL,3,49.68,986.21,2.0,0
CUST00313,Male,1,No,No,24,26,One year,Electronic check,Fiber optic,2,74.14,1846.11,2.0,1
CUST00314,Female,0,Yes,Yes,33,29,One year,Electronic check,DSL,2,54.52,1564.54,3.0,1
CUST00315,Male,0,No,Yes,43,1,Month-to-month,Mailed check,No,3,61.42,128.31,0.0,1
CUST00316,Female,0,Yes,No,65,35,Two year,Bank transfer,DSL,4,93.24,3215.22,1.0,0
CUST00317,Male,0,Yes,No,74,70,Month-to-month,Credit card,Fiber optic,2,108.17,7518.59,2.0,0
CUST00318,Female,0,No,No,69,59,Month-to-month,Electronic check,Fiber optic,2,32.15,1899.91,5.0,1
CUST00319,Female,0,Yes,No,66,69,Month-to-month,Mailed check,DSL,1,83.46,5764.3,2.0,0
CUST00320,Male,0,No,No,19,33,One year,Bank transfer,Fiber optic,1,78.21,2599.8,3.0,1
CUST00321,Male,0,Yes,No,18,51,Two year,Mailed check,No,2,31.84,1618.15,3.0,0
CUST00322,Female,0,Yes,Yes,65,12,Month-to-month,Electronic check,Fiber optic,4,41.19,497.87,0.0,1
CUST00323,Male,0,Yes,No,29,20,Two year,Credit card,Fiber optic,3,51.1,1004.46,2.0,1
CUST00324,Female,1,Yes,Yes,22,53,Two year,Electronic check,Fiber optic,4,36.69,1880.78,1.0,0
CUST00325,Female,0,No,No,54,43,One year,Credit card,No,2,44.37,1904.34,1.0,0
CUST00326,Male,0,Yes,No,49,50,One year,Credit card,DSL,3,46.76,2374.23,2.0,0
CUST00327,Male,0,No,No,72,29,Month-to-month,Mailed check,Fiber optic,3,53.57,1579.28,2.0,1
CUST00328,Female,0,Yes,No,26,57,Month-to-month,Mailed check,DSL,2,94.94,5324.37,2.0,1
CUST00329,Female,0,No,No,58,39,Two year,Bank transfer,No,2,77.19,3023.01,1.0,0
CUST00330,Female,0,No,No,52,56,Month-to-month,Mailed check,Fiber optic,2,118.62,6598.08,3.0,1
CUST00331,Female,0,No,No,36,43,Month-to-month,Electronic check,No,3,61.47,2712.82,6.0,1
CUST00332,Female,0,No,Yes,65,50,One year,Credit card,No,1,95.39,4785.81,1.0,1
CUST00333,Female,0,No,No,33,23,Two year,Mailed check,DSL,4,107.15,2509.26,4.0,1
CUST00334,Male,0,No,Yes,20,44,One year,Electronic check,DSL,1,87.9,3868.66,1.0,1
CUST00335,Male,0,Yes,No,37,38,Month-to-month,Mailed check,DSL,3,61.19,2321.92,2.0,0
CUST00336,Male,0,No,Yes,41,23,Month-to-month,Electronic check,Fiber optic,2,95.36,2268.07,0.0,1
CUST00337,Female,0,No,Yes,71,45,One year,Electronic check,Fiber optic,3,40.37,1865.29,3.0,0
CUST00338,Female,0,Yes,Yes,73,52,Month-to-month,Mailed check,No,2,52.76,2749.41,1.0,1
CUST00339,Male,0,No,Yes,50,50,Month-to-month,Mailed check,Fiber optic,4,74.67,3723.52,1.0,0
CUST00340,Male,0,No,No,41,8,Month-to-month,Bank transfer,Fiber optic,2,77.54,534.96,1.0,1
CUST00341,Male,0,No,No,69,1,One year,Credit card,No,1,22.21,38.44,1.0,0
CUST00342,Female,0,No,Yes,28,8,Month-to-month,Credit card,DSL,2,114.51,909.77,0.0,1
CUST00343,Female,0,No,No,66,29,Month-to-month,Electronic check,DSL,1,89.66,2627.84,3.0,1
CUST00344,Female,0,No,No,25,5,Month-to-month,Electronic check,Fiber optic,1,69.57,390.74,0.0,1
CUST00345,Male,0,Yes,No,53,47,Month-to-month,Bank transfer,Fiber optic,2,113.31,5387.22,0.0,1
CUST00346,Male,0,Yes,No,55,34,Month-to-month,Bank transfer,No,3,63.91,,4.0,0
CUST00347,Male,0,Yes,No,57,65,Month-to-month,Credit card,Fiber optic,2,118.04,7620.28,3.0,1
CUST00348,Female,0,Yes,No,37,55,One year,Bank transfer,Fiber optic,3,71.23,3810.18,3.0,0
CUST00349,Male,0,Yes,No,52,43,Month-to-month,Electronic check,Fiber optic,2,31.43,1310.26,1.0,1
CUST00350,Male,0,No,No,65,30,Month-to-month,Mailed check,DSL,1,96.48,2961.07,1.0,1
CUST00351,Female,0,Yes,No,42,17,Month-to-month,Credit card,DSL,4,87.89,1585.3,3.0,0
CUST00352,Female,0,No,No,52,26,Month-to-month,Credit card,DSL,2,97.3,2517.9,0.0,1
CUST00353,Male,0,No,No,42,8,Month-to-month,Electronic check,DSL,4,115.14,848.07,3.0,0
CUST00354,Female,0,No,Yes,46,47,Month-to-month,Mailed check,DSL,1,97.65,4557.13,3.0,1
CUST00355,Male,0,Yes,Yes,35,46,Month-to-month,Electronic check,Fiber optic,1,81.13,3788.87,2.0,0
CUST00356,Female,0,Yes,No,63,68,Two year,Mailed check,Fiber optic,3,105.73,7160.09,1.0,0
CUST00357,Female,0,Yes,No,35,33,Month-to-month,Electronic check,Fiber optic,3,87.32,2911.02,4.0,1
CUST00358,Female,0,No,No,19,1,Two year,Credit card,DSL,1,60.81,69.24,2.0,1
CUST00359,Female,0,No,Yes,71,19,Month-to-month,Bank transfer,Fiber optic,1,108.56,2098.14,3.0,1
CUST00360,Female,0,No,No,52,31,Month-to-month,Credit card,Fiber optic,3,42.19,1398.79,2.0,0
CUST00361,Female,0,No,Yes,33,14,One year,Credit card,No,2,91.46,1309.93,3.0,1
CUST00362,Male,0,Yes,Yes,58,53,Month-to-month,Electronic check,No,3,108.16,5739.83,0.0,1
CUST00363,Male,0,Yes,No,53,48,Month-to-month,Bank transfer,Fiber optic,2,93.13,4566.66,5.0,1
CUST00364,Male,1,No,Yes,50,69,Two year,Credit card,Fiber optic,2,89.73,6208.85,3.0,0
CUST00365,Female,0,Yes,No,21,62,Month-to-month,Bank transfer,DSL,4,95.26,5866.47,2.0,0
CUST00366,Female,0,No,Yes,50,66,Month-to-month,Bank transfer,DSL,1,66.51,4424.03,4.0,1
CUST00367,Male,0,No,No,31,64,Month-to-month,Mailed check,No,2,107.42,6897.25,1.0,1
CUST00368,Male,0,Yes,No,38,70,Two year,Bank transfer,Fiber optic,3,40.34,2808.4,2.0,0
CUST00369,Male,1,No,No,65,63,Two year,Mailed check,Fiber optic,1,32.74,2036.74,1.0,0
CUST00370,Female,0,No,No,37,33,Month-to-month,Mailed check,No,2,48.55,1587.24,2.0,0
CUST00371,Male,0,No,No,73,41,Month-to-month,Electronic check,Fiber optic,2,73.16,2972.97,0.0,1
CUST00372,Male,0,Yes,Yes,25,48,Two year,Electronic check,DSL,2,71.06,3397.59,1.0,1
CUST00373,Male,0,No,Yes,24,13,Month-to-month,Electronic check,DSL,2,102.06,1284.64,2.0,1
CUST00374,Male,0,Yes,No,20,31,Month-to-month,Electronic check,DSL,2,60.46,1893.57,2.0,1
CUST00375,Female,0,No,No,34,68,One year,Mailed check,Fiber optic,2,68.43,4668.8,2.0,1
CUST00376,Male,0,Yes,Yes,50,4,Month-to-month,Electronic check,Fiber optic,2,21.34,102.62,3.0,1
CUST00377,Male,0,Yes,Yes,65,19,One year,Electronic check,No,3,60.97,1155.31,1.0,1
CUST00378,Female,0,Yes,Yes,29,70,Two year,Bank transfer,Fiber optic,1,84.78,5925.72,2.0,0
CUST00379,Female,1,Yes,No,68,13,One year,Bank transfer,DSL,2,21.55,352.25,1.0,0
CUST00380,Female,0,Yes,Yes,39,23,Month-to-month,Bank transfer,DSL,4,48.09,1109.44,3.0,1
CUST00381,Female,0,Yes,Yes,72,1,Month-to-month,Credit card,Fiber optic,2,40.8,103.99,1.0,1
CUST00382,Female,1,No,Yes,39,54,Month-to-month,Electronic check,No,3,24.2,1256.98,1.0,1
CUST00383,Male,1,Yes,No,63,71,Month-to-month,Electronic check,DSL,2,67.93,4852.49,2.0,1
CUST00384,Male,0,No,Yes,47,15,Month-to-month,Electronic check,No,3,38.17,535.81,1.0,1
CUST00385,Male,0,No,No,55,65,Month-to-month,Credit card,DSL,4,94.31,6102.34,4.0,0
CUST00386,Female,0,Yes,No,55,71,Month-to-month,Bank transfer,DSL,1,104.79,7419.49,1.0,1
CUST00387,Male,0,No,No,62,15,Month-to-month,Electronic check,No,2,74.56,1094.67,1.0,0
CUST00388,Female,1,Yes,Yes,68,21,Month-to-month,Electronic check,DSL,2,118.17,2458.09,1.0,1
CUST00389,Female,0,No,No,71,19,One year,Bank transfer,Fiber optic,2,65.05,1296.81,1.0,1
CUST00390,Male,0,No,Yes,25,60,One year,Electronic check,DSL,1,71.34,4282.67,2.0,1
CUST00391,Female,1,No,Yes,44,33,Month-to-month,Mailed check,No,3,118.92,3935.61,3.0,1
CUST00392,Male,0,Yes,No,44,49,One year,Credit card,No,1,43.15,2091.49,3.0,0
CUST00393,Female,1,No,No,51,35,One year,Bank transfer,No,2,114.25,,4.0,0
CUST00394,Male,1,Yes,Yes,38,44,Month-to-month,Credit card,DSL,3,24.28,1086.07,3.0,1
CUST00395,Female,0,No,No,47,11,Month-to-month,Mailed check,DSL,1,64.64,695.59,0.0,1
CUST00396,Female,0,Yes,No,50,66,Month-to-month,Bank transfer,Fiber optic,4,27.0,1702.79,1.0,0
CUST00397,Female,0,No,No,45,46,Month-to-month,Credit card,DSL,3,92.92,4285.13,1.0,0
CUST00398,Male,1,No,No,64,9,Month-to-month,Bank transfer,Fiber optic,2,80.84,756.34,1.0,1
CUST00399,Female,1,No,Yes,50,3,Two year,Bank transfer,Fiber optic,2,90.66,223.04,3.0,1
CUST00400,Male,0,Yes,Yes,22,26,Month-to-month,Bank transfer,DSL,1,57.45,1478.93,3.0,1
CUST00401,Female,0,No,No,65,48,One year,Credit card,Fiber optic,3,56.95,2760.46,3.0,1
CUST00402,Male,0,Yes,No,36,66,Month-to-month,Electronic check,No,1,24.53,1540.43,2.0,0
CUST00403,Female,0,No,No,21,70,Month-to-month,Electronic check,No,3,54.99,3816.86,2.0,0
CUST00404,Male,0,No,No,52,28,Month-to-month,Mailed check,Fiber optic,3,112.93,3180.89,3.0,1
CUST00405,Female,0,Yes,No,66,26,One year,Credit card,DSL,1,57.92,1561.17,1.0,0
CUST00406,Female,0,No,No,34,25,Month-to-month,Credit card,DSL,3,103.14,2687.79,3.0,0
CUST00407,Female,0,Yes,No,61,12,Month-to-month,Electronic check,DSL,1,104.23,1348.69,2.0,0
CUST00408,Male,1,Yes,Yes,45,5,Two year,Electronic check,DSL,4,57.32,293.79,5.0,0
CUST00409,Female,0,Yes,No,47,48,Month-to-month,Credit card,No,1,83.2,3969.39,2.0,0
CUST00410,Female,0,No,No,46,37,Month-to-month,Electronic check,DSL,2,29.54,1139.14,2.0,1
CUST00411,Female,0,No,No,63,44,Month-to-month,Electronic check,DSL,1,30.37,1309.1,1.0,0
CUST00412,Male,1,No,No,70,15,One year,Electronic check,DSL,3,24.87,334.95,2.0,1
CUST00413,Female,0,No,Yes,23,43,Month-to-month,Electronic check,DSL,2,78.1,3343.04,4.0,1
CUST00414,Male,0,No,No,52,48,Month-to-month,Bank transfer,DSL,1,62.61,2983.75,1.0,1
CUST00415,Male,0,Yes,No,58,70,Month-to-month,Mailed check,Fiber optic,2,74.8,5256.63,1.0,0
CUST00416,Female,0,No,No,54,46,Month-to-month,Mailed check,Fiber optic,2,72.11,3286.94,1.0,1
CUST00417,Female,0,Yes,Yes,41,43,One year,Credit card,DSL,3,55.02,2370.12,3.0,0
CUST00418,Male,0,No,Yes,46,21,One year,Electronic check,DSL,3,87.75,1922.5,0.0,1
CUST00419,Male,0,Yes,No,66,23,Month-to-month,Electronic check,Fiber optic,2,95.85,2210.66,3.0,1
CUST00420,Female,0,No,Yes,63,47,Month-to-month,Credit card,Fiber optic,1,21.46,1084.46,0.0,1
CUST00421,Male,0,No,No,70,15,Month-to-month,Bank transfer,DSL,1,40.72,670.9,1.0,1
CUST00422,Male,0,No,No,48,25,One year,Electronic check,No,2,91.32,2312.6,0.0,1
CUST00423,Female,0,Yes,No,52,36,Month-to-month,Electronic check,Fiber optic,2,58.66,2094.05,0.0,1
CUST00424,Female,0,Yes,Yes,50,51,Month-to-month,Electronic check,Fiber optic,2,86.25,4450.78,0.0,1
CUST00425,Male,0,Yes,Yes,69,15,Two year,Bank transfer,No,1,54.7,808.0,1.0,0
CUST00426,Male,0,No,No,38,68,Month-to-month,Electronic check,Fiber optic,2,59.08,4017.34,2.0,1
CUST00427,Female,0,No,Yes,49,21,Two year,Mailed check,No,4,35.87,769.78,1.0,0
CUST00428,Male,0,Yes,No,40,13,Month-to-month,Electronic check,No,1,45.82,595.39,3.0,1
CUST00429,Male,0,Yes,Yes,50,19,Month-to-month,Credit card,DSL,2,80.54,1494.25,2.0,1
CUST00430,Female,1,Yes,No,20,34,Month-to-month,Mailed check,No,3,63.32,2076.53,4.0,0
CUST00431,Male,0,No,No,35,68,Month-to-month,Mailed check,DSL,3,97.43,6673.2,0.0,1
CUST00432,Male,0,Yes,No,42,52,Month-to-month,Electronic check,DSL,2,105.26,5502.04,3.0,1
CUST00433,Male,0,No,No,59,27,Month-to-month,Electronic check,No,2,74.16,1916.29,4.0,1
CUST00434,Male,0,Yes,No,48,29,Two year,Bank transfer,No,3,95.83,2741.73,1.0,0
CUST00435,Female,0,No,No,71,28,Month-to-month,Bank transfer,Fiber optic,1,50.69,1428.27,4.0,1
CUST00436,Male,0,No,No,20,35,One year,Bank transfer,DSL,2,61.5,2174.63,2.0,1
CUST00437,Male,0,Yes,Yes,57,8,One year,Bank transfer,Fiber optic,1,91.28,654.32,0.0,1
CUST00438,Female,0,No,No,63,16,One year,Electronic check,Fiber optic,2,58.62,933.46,1.0,0
CUST00439,Male,1,Yes,No,41,36,One year,Bank transfer,DSL,2,78.85,2865.58,1.0,0
CUST00440,Male,0,No,No,67,30,Month-to-month,Electronic check,No,3,38.54,1138.62,2.0,1
CUST00441,Female,1,No,No,49,18,Month-to-month,Electronic check,DSL,1,79.98,1452.43,2.0,1
CUST00442,Male,0,Yes,Yes,64,2,Month-to-month,Bank transfer,DSL,2,106.15,187.92,3.0,1
CUST00443,Male,0,No,No,39,49,Month-to-month,Credit card,DSL,2,106.86,5281.6,2.0,1
CUST00444,Male,0,No,Yes,40,4,Month-to-month,Bank transfer,Fiber optic,2,92.43,329.76,3.0,1
CUST00445,Male,1,No,No,19,7,Month-to-month,Credit card,Fiber optic,3,94.58,604.96,1.0,1
CUST00446,Male,0,Yes,Yes,44,39,Two year,Credit card,DSL,2,75.79,2957.26,1.0,1
CUST00447,Male,0,Yes,No,59,13,Two year,Electronic check,Fiber optic,4,78.47,948.43,3.0,0
CUST00448,Male,0,Yes,No,19,31,Month-to-month,Credit card,DSL,2,33.37,929.21,1.0,1
CUST00449,Female,1,No,No,43,71,Month-to-month,Bank transfer,Fiber optic,2,64.39,4625.88,3.0,0
CUST00450,Female,0,No,No,34,63,Month-to-month,Credit card,Fiber optic,3,65.08,4050.83,1.0,1
CUST00451,Female,0,No,No,57,56,Month-to-month,Bank transfer,DSL,1,115.85,6420.92,2.0,0
CUST00452,Male,1,Yes,No,50,42,Month-to-month,Bank transfer,Fiber optic,1,63.11,2610.03,1.0,0
CUST00453,Female,1,No,Yes,26,61,Two year,Bank transfer,No,3,74.93,4527.9,2.0,0
CUST00454,Female,0,No,No,60,42,Month-to-month,Electronic check,Fiber optic,2,73.33,3072.75,4.0,1
CUST00455,Female,1,No,No,71,56,Month-to-month,Credit card,Fiber optic,3,83.68,4631.41,2.0,1
CUST00456,Female,0,Yes,No,65,36,Month-to-month,Electronic check,No,4,94.82,3438.43,2.0,0
CUST00457,Male,0,Yes,No,56,68,Two year,Electronic check,No,2,42.5,2922.31,3.0,0
CUST00458,Male,0,Yes,No,46,7,Two year,Electronic check,DSL,2,72.87,446.34,3.0,0
CUST00459,Male,0,Yes,No,59,54,One year,Electronic check,Fiber optic,2,102.59,5508.96,1.0,1
CUST00460,Female,0,No,No,72,1,Month-to-month,Electronic check,DSL,2,66.31,40.16,2.0,1
CUST00461,Male,0,No,No,43,44,Month-to-month,Electronic check,DSL,3,47.85,2097.15,1.0,1
CUST00462,Female,0,No,No,52,45,Month-to-month,Mailed check,DSL,3,85.47,3900.28,3.0,0
CUST00463,Male,0,Yes,No,67,47,Month-to-month,Mailed check,No,2,102.38,4868.88,3.0,0
CUST00464,Male,1,No,No,42,13,One year,Electronic check,Fiber optic,1,26.31,466.97,1.0,1
CUST00465,Female,0,No,Yes,41,22,Month-to-month,Electronic check,DSL,2,97.68,2035.49,3.0,1
CUST00466,Female,0,Yes,Yes,30,21,Month-to-month,Credit card,DSL,1,102.16,2099.15,1.0,1
CUST00467,Male,0,No,Yes,24,9,One year,Electronic check,No,3,66.15,686.05,2.0,1
CUST00468,Male,0,No,Yes,74,26,Month-to-month,Electronic check,Fiber optic,1,118.33,2986.54,3.0,1
CUST00469,Male,0,No,Yes,53,9,One year,Electronic check,DSL,3,98.67,977.59,3.0,1
CUST00470,Female,0,Yes,No,62,15,Month-to-month,Electronic check,No,3,97.37,1467.92,3.0,1
CUST00471,Female,0,No,No,37,10,Month-to-month,Bank transfer,Fiber optic,3,94.78,957.01,0.0,1
CUST00472,Female,1,No,No,18,42,Month-to-month,Mailed check,DSL,2,35.06,1408.53,0.0,1
CUST00473,Female,0,No,No,25,24,Two year,Mailed check,Fiber optic,3,41.72,978.72,5.0,0
CUST00474,Male,0,No,No,63,49,Month-to-month,Electronic check,No,2,66.4,3340.97,0.0,1
CUST00475,Female,1,Yes,Yes,33,26,Month-to-month,Bank transfer,No,3,46.4,1204.02,1.0,1
CUST00476,Female,0,No,Yes,31,37,Month-to-month,Bank transfer,DSL,2,61.52,2254.02,0.0,1
CUST00477,Female,0,No,No,29,68,One year,Electronic check,DSL,2,108.85,7422.09,3.0,0
CUST00478,Male,0,No,No,68,50,Two year,Electronic check,DSL,2,102.43,5111.89,1.0,0
CUST00479,Male,0,Yes,No,40,24,Month-to-month,Electronic check,Fiber optic,1,83.0,2009.26,3.0,1
CUST00480,Female,0,No,No,32,19,Month-to-month,Bank transfer,Fiber optic,2,105.81,1967.9,1.0,0
CUST00481,Female,0,No,Yes,45,60,Two year,Electronic check,DSL,4,98.38,5898.94,7.0,0
CUST00482,Male,0,No,No,51,39,One year,Mailed check,Fiber optic,1,62.9,2421.05,3.0,1
CUST00483,Male,1,No,No,19,18,One year,Electronic check,Fiber optic,2,40.11,631.78,2.0,1
CUST00484,Female,0,No,No,49,19,Month-to-month,Electronic check,Fiber optic,2,71.42,1381.08,1.0,1
CUST00485,Male,0,No,Yes,40,36,Month-to-month,Electronic check,No,2,93.62,3308.63,2.0,1
CUST00486,Female,0,No,No,39,55,One year,Electronic check,Fiber optic,1,63.64,3491.96,2.0,0
CUST00487,Male,0,Yes,No,68,69,Month-to-month,Electronic check,Fiber optic,2,86.68,6027.22,4.0,1
CUST00488,Female,0,Yes,No,42,47,Month-to-month,Mailed check,Fiber optic,1,29.43,1308.32,1.0,1
CUST00489,Female,1,No,No,39,49,Month-to-month,Bank transfer,No,1,94.8,4675.43,5.0,1
CUST00490,Female,0,No,No,39,33,Month-to-month,Mailed check,DSL,3,101.27,3326.92,1.0,1
CUST00491,Female,0,No,No,66,21,Two year,Bank transfer,No,2,90.68,1855.95,2.0,0
CUST00492,Male,1,Yes,Yes,69,22,Two year,Bank transfer,DSL,4,116.73,2669.21,1.0,0
CUST00493,Male,0,Yes,No,59,48,Month-to-month,Bank transfer,DSL,1,102.67,4928.13,2.0,0
CUST00494,Female,0,No,Yes,23,37,One year,Credit card,DSL,2,110.31,4053.07,2.0,1
CUST00495,Male,1,No,Yes,32,15,One year,Electronic check,No,1,113.36,1661.39,0.0,1
CUST00496,Female,0,No,Yes,71,35,Two year,Electronic check,Fiber optic,2,100.13,3548.61,4.0,1
CUST00497,Male,0,No,No,60,71,One year,Bank transfer,DSL,4,87.43,6176.93,2.0,1
CUST00498,Female,0,Yes,Yes,54,32,Two year,Bank transfer,No,3,20.57,696.07,3.0,1
CUST00499,Male,0,No,Yes,50,11,Two year,Mailed check,Fiber optic,1,66.58,732.26,0.0,0
CUST00500,Male,0,No,No,25,10,Month-to-month,Electronic check,No,2,77.12,827.01,2.0,1
CUST00501,Male,0,No,No,70,57,One year,Mailed check,DSL,2,50.4,2820.67,1.0,1
CUST00502,Male,1,Yes,No,61,25,Month-to-month,Credit card,DSL,1,51.81,1250.1,3.0,1
CUST00503,Female,0,Yes,No,61,2,Month-to-month,Electronic check,Fiber optic,1,116.12,218.19,1.0,1
CUST00504,Female,1,No,No,22,64,Month-to-month,Credit card,Fiber optic,4,109.17,6976.98,7.0,0
CUST00505,Male,0,Yes,No,56,35,Month-to-month,Mailed check,Fiber optic,4,104.92,3654.47,2.0,1
CUST00506,Male,0,Yes,No,21,7,One year,Electronic check,Fiber optic,4,60.6,555.77,0.0,0
CUST00507,Male,0,Yes,Yes,23,18,Month-to-month,Mailed check,Fiber optic,3,21.37,487.82,3.0,1
CUST00508,Male,0,No,Yes,62,67,Two year,Mailed check,DSL,3,28.02,1892.29,5.0,0
CUST00509,Female,0,Yes,No,49,42,One year,Bank transfer,Fiber optic,2,51.22,,1.0,0
CUST00510,Male,0,No,Yes,69,39,One year,Mailed check,Fiber optic,1,21.57,829.41,1.0,0
CUST00511,Male,0,No,No,47,41,Month-to-month,Mailed check,DSL,1,21.71,837.62,1.0,1
CUST00512,Male,0,No,No,64,24,Month-to-month,Electronic check,DSL,3,111.66,2670.74,2.0,1
CUST00513,Male,1,No,Yes,52,60,Month-to-month,Electronic check,No,3,90.62,5475.76,1.0,0
CUST00514,Male,1,Yes,No,72,46,Month-to-month,Electronic check,No,3,50.9,2406.68,4.0,1
CUST00515,Male,0,Yes,No,57,19,Two year,Credit card,DSL,4,33.26,681.73,2.0,1
CUST00516,Male,0,Yes,No,69,68,One year,Electronic check,DSL,3,71.16,4763.39,3.0,0
CUST00517,Male,0,No,No,33,42,Month-to-month,Credit card,DSL,4,20.53,847.8,2.0,1
CUST00518,Female,0,No,Yes,30,32,Two year,Electronic check,No,1,113.84,3569.44,0.0,0
CUST00519,Male,0,No,No,67,39,Month-to-month,Electronic check,Fiber optic,3,61.48,2456.16,1.0,1
